wavenumber_cm-1,n,k,alpha_cm-1,nalpha_cm-1
3224.3949,1.4751586,0.19190416,7775.7533,11470.469
3225.3591,1.4745914,0.1928736,7817.371,11527.428
3226.3234,1.474012,0.19379477,7857.0554,11581.394
3227.2876,1.4734787,0.19471875,7896.8757,11635.878
3228.2518,1.4728824,0.19566038,7937.4348,11690.908
3229.2161,1.4723399,0.19660123,7977.9846,11746.305
3230.1803,1.4717454,0.19755554,8019.104,11802.079
3231.1445,1.47112,0.19854666,8061.741,11859.788
3232.1088,1.4704413,0.19938739,8098.2935,11908.066
3233.073,1.4698617,0.20028064,8137.0004,11960.266
3234.0372,1.469191,0.201157,8175.0429,12010.699
3235.0015,1.4685892,0.20204274,8213.4876,12062.239
3235.9657,1.4680035,0.20290115,8250.8424,12112.266
3236.9299,1.4673634,0.20380652,8290.128,12164.63
3237.8942,1.4667085,0.20469494,8328.7461,12215.843
3238.8584,1.4660213,0.20557049,8366.8618,12265.998
3239.8226,1.4653591,0.2063899,8402.7134,12312.992
3240.7869,1.4647077,0.20723779,8439.7445,12361.759
3241.7511,1.4640622,0.20806503,8475.9548,12409.325
3242.7153,1.4633619,0.20886704,8511.1571,12454.903
3243.6796,1.4628035,0.20972729,8548.7526,12505.145
3244.6438,1.4620352,0.21060863,8587.2292,12554.831
3245.608,1.461347,0.2113618,8620.4994,12597.541
3246.5723,1.4606576,0.21221206,8657.749,12646.007
3247.5365,1.4599131,0.21294323,8690.1593,12686.878
3248.5007,1.4593357,0.21367557,8722.6353,12729.253
3249.465,1.458655,0.21455841,8761.274,12779.676
3250.4292,1.4578912,0.21537325,8797.1568,12825.298
3251.3934,1.4571782,0.21604028,8827.0203,12862.542
3252.3577,1.4565247,0.21683273,8862.0255,12907.759
3253.3219,1.4558246,0.21759348,8895.7542,12950.658
3254.2861,1.4551208,0.21837564,8930.3769,12994.777
3255.2504,1.4544165,0.21911409,8963.2307,13036.271
3256.2146,1.453656,0.21984157,8995.6531,13076.585
3257.1788,1.4530088,0.22057533,9028.3505,13118.272
3258.1431,1.4522438,0.22129616,9060.5361,13158.107
3259.1073,1.451581,0.22198215,9091.3124,13196.776
3260.0715,1.4508722,0.22276101,9125.9096,13240.528
3261.0358,1.4501404,0.22345905,9157.2143,13279.246
3262,1.4494346,0.2241869,9189.7574,13319.953
3262.9642,1.448655,0.2248424,9219.3519,13355.66
3263.9285,1.4480175,0.22555491,9251.3005,13396.045
3264.8927,1.4472464,0.22624561,9282.3714,13433.879
3265.8569,1.4465297,0.22690673,9312.2452,13470.44
3266.8212,1.4458305,0.22759135,9343.0996,13508.538
3267.7854,1.4450908,0.22826803,9373.6445,13545.767
3268.7496,1.4444149,0.22892499,9403.396,13582.405
3269.7139,1.4435979,0.22958417,9433.2547,13617.827
3270.6781,1.4429865,0.23014621,9459.1368,13649.407
3271.6423,1.4423281,0.23086162,9491.3376,13689.623
3272.6066,1.4416044,0.23155387,9522.6035,13727.827
3273.5708,1.4408667,0.23222661,9553.0838,13764.72
3274.535,1.4401685,0.23284884,9581.5017,13798.977
3275.4993,1.4394728,0.23354748,9613.08,13837.767
3276.4635,1.43874,0.23417941,9641.9284,13872.228
3277.4277,1.4380261,0.23479684,9670.195,13905.993
3278.392,1.437309,0.23548536,9701.4055,13943.918
3279.3562,1.4365622,0.23614231,9731.3314,13979.663
3280.3204,1.435833,0.23667248,9756.0471,14008.054
3281.2847,1.4351894,0.23732133,9785.6697,14044.289
3282.2489,1.4344426,0.2379045,9812.5988,14075.61
3283.2132,1.4338496,0.23860455,9844.3638,14115.337
3284.1774,1.4330736,0.23930123,9876.0075,14153.046
3285.1416,1.4322976,0.23982057,9900.3464,14180.242
3286.1059,1.4317018,0.24040985,9927.5863,14213.343
3287.0701,1.4310392,0.24112764,9960.1487,14253.363
3288.0343,1.4303058,0.24181418,9991.4374,14290.811
3288.9986,1.4295362,0.24246523,10021.276,14325.777
3289.9628,1.428821,0.24305406,10048.558,14357.59
3290.927,1.4280472,0.24365321,10076.281,14389.404
3291.8913,1.4274073,0.24424085,10103.542,14421.869
3292.8555,1.4266893,0.24485055,10131.73,14454.831
3293.8197,1.4260224,0.24545848,10159.86,14488.188
3294.784,1.4253554,0.24609244,10189.082,14523.064
3295.7482,1.4247509,0.24677932,10220.512,14561.684
3296.7124,1.4239249,0.24753837,10254.948,14602.276
3297.6767,1.4231584,0.24814045,10282.897,14634.192
3298.6409,1.4224076,0.24871412,10309.684,14664.573
3299.6051,1.4216884,0.24935463,10339.256,14699.2
3300.5694,1.420961,0.24996102,10367.428,14731.711
3301.5336,1.42033,0.25049895,10392.774,14761.17
3302.4978,1.4196007,0.25123793,10426.477,14801.435
3303.4621,1.4188411,0.25185838,10455.278,14834.379
3304.4263,1.4181865,0.25245565,10483.131,14867.036
3305.3905,1.4174953,0.25312659,10514.059,14903.629
3306.3548,1.4167311,0.25383443,10546.536,14941.606
3307.319,1.4159838,0.25444621,10575.038,14974.082
3308.2832,1.4152631,0.25511259,10605.824,15010.032
3309.2475,1.414546,0.25574997,10635.421,15044.293
3310.2117,1.413825,0.25646085,10668.091,15082.814
3311.1759,1.4130639,0.25711891,10698.58,15117.777
3312.1402,1.4122822,0.25775343,10728.105,15151.112
3313.1044,1.4115427,0.25840658,10758.421,15185.971
3314.0686,1.4107871,0.25905672,10788.628,15220.457
3315.0329,1.4101036,0.25973368,10819.968,15257.275
3315.9971,1.4093056,0.26049137,10854.688,15297.572
3316.9613,1.4085348,0.26112336,10884.187,15330.756
3317.9256,1.4077842,0.26187629,10918.744,15371.235
3318.8898,1.4069026,0.26249468,10947.708,15402.358
3319.854,1.4061718,0.26316357,10978.793,15438.07
3320.8183,1.405363,0.26387408,11011.633,15475.341
3321.7825,1.4045513,0.26454216,11042.717,15510.063
3322.7467,1.4038045,0.26520783,11073.718,15545.335
3323.711,1.4030263,0.26600257,11110.125,15587.798
3324.6752,1.4021235,0.26672864,11143.683,15624.819
3325.6394,1.4012159,0.26732382,11171.788,15654.087
3326.6037,1.4004462,0.26795954,11201.602,15687.241
3327.5679,1.3997179,0.26872981,11237.058,15728.712
3328.5321,1.3988358,0.26946646,11271.127,15766.455
3329.4964,1.3979659,0.27020895,11305.458,15804.644
3330.4606,1.3970184,0.27088109,11336.862,15837.805
3331.4248,1.3961805,0.27161181,11370.735,15875.598
3332.3891,1.3952285,0.27225158,11400.817,15906.745
3333.3533,1.3944345,0.27300018,11435.473,15946.018
3334.3175,1.3934407,0.27366224,11466.522,15977.918
3335.2818,1.3926169,0.27431741,11497.298,16011.33
3336.246,1.391736,0.27508414,11532.766,16050.566
3337.2102,1.3908137,0.27579802,11566.037,16086.203
3338.1745,1.389864,0.27648601,11598.239,16119.975
3339.1387,1.3890077,0.27724689,11633.516,16159.044
3340.1029,1.3880472,0.27800202,11668.571,16196.527
3341.0672,1.3870026,0.27880746,11705.756,16235.914
3342.0314,1.3859578,0.27941939,11734.834,16263.985
3342.9956,1.3850423,0.28013188,11768.15,16299.386
3343.9599,1.3840387,0.28083965,11801.286,16333.437
3344.9241,1.3831183,0.28157598,11835.64,16370.089
3345.8883,1.3820124,0.28235024,11871.606,16406.706
3346.8526,1.380995,0.28305948,11904.856,16440.547
3347.8168,1.3799284,0.28375444,11937.523,16472.926
3348.781,1.378829,0.28449386,11972.077,16507.448
3349.7453,1.3777387,0.28511542,12001.689,16535.191
3350.7095,1.3767363,0.28582537,12035.037,16569.072
3351.6737,1.3755772,0.28647929,12066.042,16597.773
3352.638,1.37465,0.28719333,12099.596,16632.71
3353.6022,1.3734887,0.28801864,12137.857,16671.209
3354.5664,1.372228,0.28870276,12170.185,16700.269
3355.5307,1.3712015,0.28934824,12200.902,16729.895
3356.4949,1.3700041,0.29013345,12237.527,16765.461
3357.4591,1.3686684,0.29071134,12265.424,16787.299
3358.4234,1.3676064,0.29132947,12295.034,16814.767
3359.3876,1.3664639,0.29203728,12328.444,16846.374
3360.3518,1.3652083,0.29268911,12359.508,16873.303
3361.3161,1.3640265,0.2933315,12390.189,16900.546
3362.2803,1.3627863,0.29403538,12423.483,16930.552
3363.2445,1.3615195,0.29465291,12453.145,16955.199
3364.2088,1.3602779,0.29528958,12483.631,16981.207
3365.173,1.3590621,0.29590446,12513.211,17006.231
3366.1372,1.3577341,0.29657152,12545.013,17032.792
3367.1015,1.3564802,0.2971895,12574.755,17057.407
3368.0657,1.3551439,0.29780391,12604.36,17080.722
3369.0299,1.3538283,0.298417,12633.925,17104.165
3369.9942,1.3524549,0.29904443,12664.112,17127.64
3370.9584,1.3510847,0.29958126,12690.476,17145.908
3371.9226,1.3497516,0.30015919,12718.594,17166.943
3372.8869,1.3483099,0.30065474,12743.235,17181.83
3373.8511,1.3470443,0.30121672,12770.704,17202.705
3374.8153,1.3456204,0.30173814,12796.467,17219.187
3375.7796,1.34428,0.30229104,12823.578,17238.479
3376.7438,1.3428723,0.30287153,12851.873,17258.424
3377.708,1.3414154,0.30344155,12879.738,17277.079
3378.6723,1.3399482,0.30395064,12905.029,17292.07
3379.6365,1.338364,0.30441123,12928.273,17302.736
3380.6007,1.3369933,0.30478036,12947.643,17310.913
3381.565,1.3355759,0.3052946,12973.188,17326.678
3382.5292,1.3340607,0.30578655,12997.798,17339.852
3383.4934,1.3325597,0.3062641,13021.808,17352.337
3384.4577,1.3309844,0.30670875,13044.43,17361.933
3385.4219,1.3294359,0.30707473,13063.716,17367.374
3386.3861,1.327961,0.30744404,13083.153,17373.916
3387.3504,1.3263769,0.30784681,13104.023,17380.874
3388.3146,1.3247938,0.30818444,13122.129,17384.116
3389.2788,1.3233033,0.30858406,13142.884,17392.022
3390.2431,1.3216536,0.30886123,13158.431,17390.887
3391.2073,1.3201923,0.3091771,13175.634,17394.371
3392.1715,1.3185205,0.30955523,13195.499,17398.537
3393.1358,1.3169395,0.30987537,13212.9,17400.59
3394.1,1.3152071,0.31013381,13227.678,17397.137
3395.0642,1.3136277,0.31035075,13240.691,17393.339
3396.0285,1.3119887,0.31052804,13252.018,17386.498
3396.9927,1.310384,0.31077689,13266.403,17384.083
3397.957,1.3087165,0.31093436,13276.893,17375.69
3398.9212,1.3071893,0.31113037,13289.033,17371.282
3399.8854,1.3054135,0.31137747,13303.359,17366.385
3400.8497,1.3037556,0.31144696,13310.102,17353.121
3401.8139,1.3021384,0.31153449,13317.618,17341.382
3402.7781,1.3004591,0.3116965,13328.32,17332.936
3403.7424,1.2988156,0.31173164,13333.6,17317.888
3404.7066,1.2972062,0.31193,13345.864,17312.337
3405.6708,1.2953851,0.31203657,13354.205,17298.838
3406.6351,1.2936745,0.31199712,13356.297,17278.7
3407.5993,1.291921,0.31194341,13357.777,17257.193
3408.5635,1.2903314,0.31191796,13360.467,17239.43
3409.5278,1.2886097,0.31187683,13362.484,17219.028
3410.492,1.2869308,0.3118076,13363.296,17197.638
3411.4562,1.2852952,0.31170708,13362.765,17175.098
3412.4205,1.2836987,0.31169766,13366.138,17158.094
3413.3847,1.2818931,0.31163698,13367.312,17135.466
3414.3489,1.2802613,0.31151122,13365.692,17111.578
3415.3132,1.2785209,0.31139401,13364.436,17086.712
3416.2774,1.2768638,0.31127232,13362.986,17062.713
3417.2416,1.2751532,0.31106949,13358.047,17033.556
3418.2059,1.2734566,0.31096327,13357.254,17009.883
3419.1701,1.2717124,0.31072482,13350.776,16978.348
3420.1343,1.2699566,0.31050891,13345.262,16947.903
3421.0986,1.2682164,0.31022882,13336.983,16914.18
3422.0628,1.2665062,0.30980927,13322.7,16873.282
3423.027,1.2649326,0.3094869,13312.587,16839.526
3423.9913,1.2633594,0.30928689,13307.731,16812.448
3424.9555,1.2616249,0.30895048,13297,16775.827
3425.9197,1.2599357,0.30858931,13285.195,16738.492
3426.884,1.2583092,0.30828518,13275.837,16705.108
3427.8482,1.2566377,0.30792275,13263.961,16667.993
3428.8124,1.2549351,0.30751973,13250.327,16628.3
3429.7767,1.2531902,0.30710396,13236.133,16587.392
3430.7409,1.251622,0.30656403,13216.577,16542.158
3431.7051,1.2500546,0.30613083,13201.61,16502.733
3432.6694,1.2483569,0.30566075,13185.042,16459.639
3433.6336,1.2467842,0.30520791,13169.206,16419.158
3434.5978,1.2451776,0.30468637,13150.394,16374.577
3435.5621,1.2435647,0.30418161,13132.294,16330.858
3436.5263,1.2419081,0.30362147,13111.791,16283.639
3437.4905,1.2404652,0.30306843,13091.58,16239.649
3438.4548,1.2388631,0.30257961,13074.131,16197.059
3439.419,1.2371938,0.3019641,13051.195,16146.857
3440.3832,1.23572,0.30139658,13030.318,16101.825
3441.3475,1.2341318,0.30085588,13010.587,16056.779
3442.3117,1.2325107,0.30015868,12984.073,16003.009
3443.2759,1.231083,0.29958031,12962.684,15958.141
3444.2402,1.2294568,0.29893756,12938.495,15907.321
3445.2044,1.2279493,0.29825354,12912.504,15855.899
3446.1686,1.2264539,0.29760522,12888.042,15806.589
3447.1329,1.2248352,0.2969107,12861.563,15753.294
3448.0971,1.2233702,0.29616198,12832.718,15699.165
3449.0613,1.2219011,0.29542243,12804.253,15645.531
3450.0256,1.2204634,0.29460168,12772.25,15588.063
3450.9898,1.2190787,0.29394886,12747.509,15540.216
3451.954,1.2175841,0.29320017,12718.593,15485.957
3452.9183,1.2161928,0.2924543,12689.782,15433.223
3453.8825,1.2147884,0.29171777,12661.358,15380.872
3454.8467,1.2132946,0.29099387,12633.465,15328.115
3455.811,1.2118626,0.29019591,12602.338,15272.302
3456.7752,1.2104203,0.28935415,12569.289,15214.122
3457.7394,1.2090003,0.28849721,12535.56,15155.497
3458.7037,1.2077713,0.28766295,12502.796,15100.518
3459.6679,1.2063365,0.28689274,12472.797,15046.39
3460.6321,1.2049218,0.28609547,12441.601,14991.157
3461.5964,1.2035778,0.28513387,12403.239,14928.262
3462.5606,1.2022793,0.28429711,12370.285,14872.537
3463.5248,1.2009763,0.28349203,12338.689,14818.473
3464.4891,1.1995598,0.28261179,12303.802,14759.146
3465.4533,1.1982397,0.28162655,12264.321,14695.596
3466.4175,1.1970296,0.28073505,12228.899,14638.354
3467.3818,1.195773,0.27986449,12194.369,14581.697
3468.346,1.1944431,0.27899724,12159.961,14524.382
3469.3102,1.1931617,0.27808881,12123.737,14465.579
3470.2745,1.1918402,0.27710098,12084.029,14402.231
3471.2387,1.1907029,0.27614921,12045.87,14343.052
3472.2029,1.1894504,0.27524585,12009.799,14285.06
3473.1672,1.1882448,0.27428937,11971.389,14224.94
3474.1314,1.1869729,0.27339026,11935.46,14167.067
3475.0956,1.1857095,0.27241606,11896.229,14105.472
3476.0599,1.1845459,0.27138782,11854.615,14042.335
3477.0241,1.1833487,0.27037477,11813.64,13979.655
3477.9883,1.1822207,0.26940131,11774.37,13919.904
3478.9526,1.1810343,0.26844889,11735.997,13860.615
3479.9168,1.179842,0.26743031,11694.707,13797.906
3480.881,1.1787392,0.26636264,11651.245,13733.78
3481.8453,1.1776907,0.26541737,11613.113,13676.656
3482.8095,1.1765455,0.26447386,11575.036,13618.556
3483.7737,1.1753387,0.26345536,11533.652,13555.948
3484.738,1.1741979,0.26236436,11489.069,13490.441
3485.7022,1.1731629,0.26131901,11446.459,13428.561
3486.6664,1.1720778,0.26034296,11406.86,13369.727
3487.6307,1.1709281,0.25930256,11364.417,13306.915
3488.5949,1.1699182,0.2581653,11317.703,13240.786
3489.5591,1.168883,0.25720984,11278.933,13183.752
3490.5234,1.1677711,0.25619903,11237.712,13123.075
3491.4876,1.1666683,0.25508621,11191.991,13057.341
3492.4518,1.1656181,0.25398132,11146.591,12992.668
3493.4161,1.16462,0.25289604,11102.025,12929.641
3494.3803,1.1635904,0.25182977,11058.268,12867.295
3495.3445,1.1625699,0.25074038,11013.469,12803.927
3496.3088,1.1615757,0.24962115,10967.333,12739.387
3497.273,1.1605706,0.24850444,10921.281,12674.917
3498.2372,1.1595949,0.24738953,10875.28,12610.919
3499.2015,1.1586272,0.24630848,10830.741,12548.791
3500.1657,1.1576287,0.24517465,10783.855,12483.699
3501.1299,1.1567062,0.24405718,10737.661,12420.319
3502.0942,1.1557271,0.24295917,10692.296,12357.377
3503.0584,1.1547632,0.24180837,10644.581,12291.971
3504.0226,1.1537923,0.24058168,10593.496,12222.694
3504.9869,1.1529292,0.23942904,10545.644,12158.38
3505.9511,1.1520522,0.23830962,10499.226,12095.656
3506.9153,1.1511372,0.23712644,10449.972,12029.352
3507.8796,1.1502833,0.23597364,10402.028,11965.28
3508.8438,1.1493403,0.2348129,10353.707,11899.932
3509.8081,1.1485125,0.23362195,10304.025,11834.301
3510.7723,1.1476108,0.23245022,10255.161,11768.933
3511.7365,1.1467987,0.23124418,10204.755,11702.8
3512.7008,1.1459571,0.2300525,10154.954,11637.142
3513.665,1.1451259,0.22884861,10104.585,11571.022
3514.6292,1.1443262,0.22765294,10054.55,11505.685
3515.5935,1.1435465,0.2264367,10003.577,11439.556
3516.5577,1.1427394,0.22526166,9954.3954,11375.28
3517.5219,1.1419615,0.22407329,9904.5961,11310.667
3518.4862,1.1411549,0.22286618,9853.9391,11244.871
3519.4504,1.1403171,0.22162811,9801.8841,11177.256
3520.4146,1.1396594,0.22036326,9748.6138,11110.099
3521.3789,1.1388535,0.2191582,9697.959,11044.555
3522.3431,1.1381148,0.21792147,9645.8728,10978.111
3523.3073,1.1374207,0.21664067,9591.8057,10909.918
3524.2716,1.1367073,0.2154263,9540.6495,10844.926
3525.2358,1.1360164,0.21419565,9488.7431,10779.367
3526.2,1.1353008,0.2129446,9435.9022,10712.587
3527.1643,1.1345896,0.21167164,9382.0602,10644.787
3528.1285,1.1339464,0.21039283,9327.9283,10577.371
3529.0927,1.1332898,0.20913319,9274.6152,10510.827
3530.057,1.1326774,0.20786348,9220.8248,10444.22
3531.0212,1.1320283,0.2065938,9167.0049,10377.309
3531.9854,1.1313828,0.20536339,9114.8977,10312.439
3532.9497,1.1307528,0.20404473,9058.8422,10243.311
3533.9139,1.1302139,0.20273039,9002.9467,10175.255
3534.8781,1.1296207,0.20150092,8950.7896,10110.997
3535.8424,1.1290696,0.20019746,8895.3147,10043.429
3536.8066,1.1284821,0.19894102,8841.8984,9977.9241
3537.7708,1.1279489,0.1976757,8788.0568,9912.4789
3538.7351,1.127365,0.19636437,8732.1383,9844.3071
3539.6993,1.126907,0.19511142,8678.785,9780.1835
3540.6635,1.126317,0.19382653,8623.9799,9713.3353
3541.6278,1.1258454,0.19251122,8567.79,9646.0073
3542.592,1.1253039,0.19122551,8512.8864,9579.5839
3543.5562,1.1248583,0.18993948,8457.937,9513.9803
3544.5205,1.1243792,0.1886659,8403.5107,9448.7322
3545.4847,1.1238794,0.18734767,8347.0644,9381.094
3546.4489,1.1234316,0.18601641,8290.0058,9313.2542
3547.4132,1.1230776,0.18475699,8236.1173,9249.7991
3548.3774,1.1226102,0.18347707,8181.2841,9184.3931
3549.3416,1.1221651,0.18217127,8125.2654,9117.8891
3550.3059,1.1217587,0.18087408,8069.5992,9052.1432
3551.2701,1.1213998,0.17955913,8013.109,8985.8986
3552.2343,1.121008,0.17825137,7956.9082,8919.7581
3553.1986,1.1206641,0.17697307,7901.9911,8855.4779
3554.1628,1.1203233,0.17570399,7847.4544,8791.686
3555.127,1.119983,0.17441159,7791.8456,8726.7343
3556.0913,1.1196369,0.17315429,7737.7738,8663.497
3557.0555,1.1192595,0.17184006,7681.1264,8597.1735
3558.0197,1.1189828,0.17053947,7625.0575,8532.3081
3558.984,1.1186701,0.16925102,7569.5002,8467.7735
3559.9482,1.1184042,0.16797179,7514.3236,8404.0507
3560.9124,1.1181388,0.16667409,7458.2898,8339.4032
3561.8767,1.1178772,0.16542767,7404.5197,8277.3441
3562.8409,1.1176287,0.16415778,7349.6686,8214.2005
3563.8051,1.117332,0.16289264,7294.9996,8150.9364
3564.7694,1.1171119,0.16160765,7239.4108,8087.2322
3565.7336,1.116914,0.16033584,7184.3812,8024.3361
3566.6978,1.1166971,0.15909271,7130.6063,7962.7272
3567.6621,1.1164516,0.15783833,7076.297,7900.3432
3568.6263,1.1162679,0.15654892,7020.3862,7836.6319
3569.5905,1.1160942,0.15530507,6966.4882,7775.2573
3570.5548,1.1159406,0.15405826,6912.427,7713.8578
3571.519,1.1157405,0.15282327,6858.866,7652.7148
3572.4832,1.1156055,0.15159628,6805.6342,7592.4028
3573.4475,1.1154045,0.15034154,6751.1268,7530.2371
3574.4117,1.1152781,0.14907637,6696.1204,7468.0366
3575.3759,1.1151936,0.14786389,6643.4507,7408.7338
3576.3402,1.1150209,0.14662279,6589.4652,7347.3912
3577.3044,1.1149253,0.14537825,6535.2949,7286.3654
3578.2686,1.1148912,0.14414796,6481.7356,7226.4298
3579.2329,1.1147871,0.14300007,6431.8522,7170.1459
3580.1971,1.114683,0.14181963,6380.4768,7112.2093
3581.1613,1.1145543,0.14059179,6326.9397,7051.7178
3582.1256,1.1144912,0.13936694,6273.5077,6991.7692
3583.0898,1.1144379,0.13816169,6220.9282,6932.8384
3584.054,1.1144217,0.13698247,6169.492,6875.416
3585.0183,1.1143304,0.13582203,6118.8731,6818.4464
3585.9825,1.1142993,0.13463897,6067.2068,6760.6842
3586.9467,1.1142385,0.1334406,6014.8219,6701.9462
3587.911,1.114277,0.13229726,5964.8892,6646.5389
3588.8752,1.1141894,0.13116381,5915.3743,6590.8473
3589.8394,1.1141798,0.12996611,5862.9341,6532.363
3590.8037,1.1141406,0.1288279,5813.149,6476.6654
3591.7679,1.1141287,0.12766185,5762.0799,6419.6987
3592.7321,1.1141483,0.12649968,5711.1575,6363.0762
3593.6964,1.1141528,0.12535647,5661.063,6307.2891
3594.6606,1.1141627,0.12422584,5611.5094,6252.1344
3595.6248,1.1141759,0.12310016,5562.1521,6197.2159
3596.5891,1.1141858,0.1219712,5512.6193,6142.0822
3597.5533,1.114212,0.12084498,5463.1827,6087.1439
3598.5175,1.1142497,0.11971493,5413.5457,6032.0417
3599.4818,1.114285,0.11860923,5364.983,5978.12
3600.446,1.114321,0.11752318,5317.282,5925.159
3601.4102,1.1143459,0.11639794,5267.7815,5870.1308
3602.3745,1.1143923,0.11530989,5219.9374,5817.0579
3603.3387,1.1144258,0.11421679,5171.8379,5763.6294
3604.3029,1.1144596,0.11311583,5123.3561,5709.7736
3605.2672,1.1145312,0.11201467,5074.8386,5656.0658
3606.2314,1.1145524,0.11094484,5027.7142,5603.6508
3607.1956,1.1145974,0.10983814,4978.8924,5549.4608
3608.1599,1.1146687,0.10870645,4928.9108,5494.1027
3609.1241,1.114776,0.10766216,4882.8658,5443.3016
3610.0883,1.1147877,0.10660219,4836.0839,5391.2069
3611.0526,1.1148735,0.10547773,4786.3499,5336.1748
3612.0168,1.1149789,0.10444478,4740.7425,5285.8279
3612.981,1.1149858,0.10338502,4693.8926,5233.6237
3613.9453,1.1150645,0.10228455,4645.1686,5179.6626
3614.9095,1.115135,0.10120417,4597.3303,5126.6437
3615.8737,1.1152033,0.10012121,4549.3488,5073.4486
3616.838,1.115297,0.099032849,4501.0951,5020.0577
3617.8022,1.115396,0.097963803,4453.6934,4967.6319
3618.7664,1.1154943,0.096913278,4407.1081,4916.1037
3619.7307,1.1155639,0.095856987,4360.235,4864.1206
3620.6949,1.1156338,0.094769232,4311.9047,4810.5069
3621.6592,1.1157091,0.093696654,4264.2388,4757.6499
3622.6234,1.1158147,0.092607617,4215.7977,4704.049
3623.5876,1.1159161,0.091521017,4167.4411,4650.5147
3624.5519,1.1160252,0.090469219,4120.6433,4598.7418
3625.5161,1.1160625,0.089375459,4071.9083,4544.5042
3626.4803,1.1162051,0.088255271,4021.9424,4489.3126
3627.4446,1.1163043,0.087186076,3974.2737,4436.4988
3628.4088,1.1164242,0.086092517,3925.4683,4382.4879
3629.373,1.1165272,0.084999509,3876.6616,4328.3981
3630.3373,1.1166328,0.083903059,3827.6713,4274.1034
3631.3015,1.1167361,0.082782403,3777.5498,4218.5261
3632.2657,1.1168787,0.08165393,3727.0444,4162.6567
3633.23,1.116998,0.080535837,3676.9856,4107.1854
3634.1942,1.1171522,0.079414956,3626.7723,4051.6567
3635.1584,1.1172757,0.078278519,3575.8213,3995.1783
3636.1227,1.1174365,0.077127971,3524.1979,3938.0675
3637.0869,1.1176058,0.07599175,3473.2015,3881.6702
3638.0511,1.1177698,0.074857175,3422.2529,3825.291
3639.0154,1.117933,0.073693983,3369.9681,3767.3986
3639.9796,1.1181399,0.072540462,3318.0974,3710.097
3640.9438,1.1182879,0.071393311,3266.4902,3652.8766
3641.9081,1.1184775,0.070193522,3212.4463,3593.0488
3642.8723,1.1186752,0.06898237,3157.8531,3532.612
3643.8365,1.118908,0.067760117,3102.7222,3471.6609
3644.8008,1.1191711,0.066534445,3047.4051,3410.5679
3645.765,1.119472,0.06533698,2993.3506,3350.9723
3646.7292,1.1197212,0.064148799,2939.6925,3291.636
3647.6935,1.1200143,0.062917873,2884.0463,3230.1732
3648.6577,1.1203156,0.061692096,2828.6064,3168.9317
3649.6219,1.120649,0.06046484,2773.0688,3107.6368
3650.5862,1.1209885,0.059218846,2716.642,3045.3244
3651.5504,1.1213666,0.057994198,2661.1644,2984.141
3652.5146,1.1217167,0.056749798,2604.7506,2921.7924
3653.4789,1.1221428,0.055495512,2547.8527,2859.0546
3654.4431,1.12257,0.05426541,2492.0351,2797.4839
3655.4073,1.1230077,0.053013932,2435.2057,2734.7547
3656.3716,1.1234729,0.051768102,2378.6055,2672.2989
3657.3358,1.1239886,0.05052061,2321.8988,2609.7878
3658.3,1.1245008,0.049291473,2266.0056,2548.125
3659.2643,1.1250385,0.048072204,2210.5364,2486.9386
3660.2285,1.1255938,0.046835683,2154.2441,2424.8038
3661.1927,1.1261938,0.045617595,2098.77,2363.6217
3662.157,1.1267921,0.044400357,2043.3054,2302.3803
3663.1212,1.1274422,0.043197013,1988.4509,2241.8635
3664.0854,1.1280885,0.042017795,1934.6781,2182.4881
3665.0497,1.1287643,0.040819257,1879.9869,2122.0621
3666.0139,1.1294874,0.039644413,1826.3582,2062.8486
3666.9781,1.1302217,0.038505994,1774.3795,2005.4423
3667.9424,1.130964,0.037358254,1721.9437,1947.4564
3668.9066,1.1317552,0.036228683,1670.3176,1890.3907
3669.8708,1.132552,0.035140548,1620.5751,1835.3857
3670.8351,1.1333678,0.034055915,1570.9678,1780.4843
3671.7993,1.1342043,0.032999773,1522.6488,1726.9948
3672.7635,1.1350499,0.031954668,1474.8136,1673.9871
3673.7278,1.135937,0.030919131,1427.3948,1621.4305
3674.692,1.1368513,0.029951429,1383.0834,1572.3601
3675.6562,1.1377211,0.028998146,1339.4145,1523.88
3676.6205,1.1386273,0.028034668,1295.2515,1474.8087
3677.5847,1.139565,0.027110208,1252.8682,1427.7248
3678.5489,1.140505,0.026214724,1211.8021,1382.0663
3679.5132,1.1414524,0.025346199,1171.9607,1337.7374
3680.4774,1.1423993,0.024500065,1133.1339,1294.4914
3681.4416,1.1433643,0.023667119,1094.8968,1251.8659
3682.4059,1.1443472,0.022873018,1058.4369,1211.2193
3683.3701,1.1453161,0.022113752,1023.5702,1172.3115
3684.3343,1.1462935,0.021354893,988.70402,1133.345
3685.2986,1.1472832,0.020642761,955.98335,1096.7836
3686.2628,1.1482539,0.019945018,923.91196,1060.8855
3687.227,1.1492543,0.019258831,892.3591,1025.5476
3688.1913,1.1502389,0.018636921,863.76872,993.54036
3689.1555,1.1511976,0.017993752,834.17766,960.30328
3690.1197,1.1522095,0.01737293,805.60732,928.22842
3691.084,1.1531992,0.016814047,779.89486,899.37413
3692.0482,1.154178,0.016268153,754.77146,871.14063
3693.0124,1.155135,0.015745603,730.71819,844.07818
3693.9767,1.1560949,0.015215058,706.28116,816.52805
3694.9409,1.1570758,0.01471957,683.45903,790.81388
3695.9051,1.1580266,0.014264222,662.48916,767.18005
